timestamp,run_id,provider,model,task_name,prompt_style,repetition,iteration,is_repair,request_status,request_error,model_latency_s,compile_status,compile_latency_s,compile_log_path,compiled_this_iteration,run_compiled,iterations_used,stop_reason,total_elapsed_s,prompt_chars,model_output_chars,is_run_terminal_row
2026-04-26T14:07:43,OpenAI__gpt-5.4__task1_warmup_led_serial__simple__r1,OpenAI,gpt-5.4,task1_warmup_led_serial,simple,1,0,0,quota_exhausted,"OpenAI HTTP 429 (insufficient_quota, insufficient_quota): You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.",0.0000,not_run,0.0000,,0,0,1,model_quota_exhausted,0.8188,109,0,0
2026-04-26T14:07:43,OpenAI__gpt-5.4__task1_warmup_led_serial__simple__r1,OpenAI,gpt-5.4,task1_warmup_led_serial,simple,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_quota_exhausted,0.8188,0,0,1
2026-04-26T14:07:44,OpenAI__gpt-5.4__task1_warmup_led_serial__structured__r1,OpenAI,gpt-5.4,task1_warmup_led_serial,structured,1,0,0,quota_exhausted,"OpenAI HTTP 429 (insufficient_quota, insufficient_quota): You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.",0.0000,not_run,0.0000,,0,0,1,model_quota_exhausted,0.3621,365,0,0
2026-04-26T14:07:44,OpenAI__gpt-5.4__task1_warmup_led_serial__structured__r1,OpenAI,gpt-5.4,task1_warmup_led_serial,structured,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_quota_exhausted,0.3621,0,0,1
2026-04-26T14:07:44,OpenAI__gpt-5.4__task2_environment_dht11_hcsr04__simple__r1,OpenAI,gpt-5.4,task2_environment_dht11_hcsr04,simple,1,0,0,quota_exhausted,"OpenAI HTTP 429 (insufficient_quota, insufficient_quota): You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.",0.0000,not_run,0.0000,,0,0,1,model_quota_exhausted,0.2531,148,0,0
2026-04-26T14:07:44,OpenAI__gpt-5.4__task2_environment_dht11_hcsr04__simple__r1,OpenAI,gpt-5.4,task2_environment_dht11_hcsr04,simple,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_quota_exhausted,0.2531,0,0,1
2026-04-26T14:07:45,OpenAI__gpt-5.4__task2_environment_dht11_hcsr04__structured__r1,OpenAI,gpt-5.4,task2_environment_dht11_hcsr04,structured,1,0,0,quota_exhausted,"OpenAI HTTP 429 (insufficient_quota, insufficient_quota): You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.",0.0000,not_run,0.0000,,0,0,1,model_quota_exhausted,0.9043,477,0,0
2026-04-26T14:07:45,OpenAI__gpt-5.4__task2_environment_dht11_hcsr04__structured__r1,OpenAI,gpt-5.4,task2_environment_dht11_hcsr04,structured,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_quota_exhausted,0.9043,0,0,1
2026-04-26T14:07:45,OpenAI__gpt-5.4__task3_adxl345_i2c__simple__r1,OpenAI,gpt-5.4,task3_adxl345_i2c,simple,1,0,0,quota_exhausted,"OpenAI HTTP 429 (insufficient_quota, insufficient_quota): You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.",0.0000,not_run,0.0000,,0,0,1,model_quota_exhausted,0.1928,121,0,0
2026-04-26T14:07:45,OpenAI__gpt-5.4__task3_adxl345_i2c__simple__r1,OpenAI,gpt-5.4,task3_adxl345_i2c,simple,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_quota_exhausted,0.1928,0,0,1
2026-04-26T14:07:45,OpenAI__gpt-5.4__task3_adxl345_i2c__structured__r1,OpenAI,gpt-5.4,task3_adxl345_i2c,structured,1,0,0,quota_exhausted,"OpenAI HTTP 429 (insufficient_quota, insufficient_quota): You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.",0.0000,not_run,0.0000,,0,0,1,model_quota_exhausted,0.2280,429,0,0
2026-04-26T14:07:45,OpenAI__gpt-5.4__task3_adxl345_i2c__structured__r1,OpenAI,gpt-5.4,task3_adxl345_i2c,structured,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_quota_exhausted,0.2280,0,0,1
2026-04-26T14:07:45,OpenAI__gpt-5.4__task4_passive_buzzer_440hz__simple__r1,OpenAI,gpt-5.4,task4_passive_buzzer_440hz,simple,1,0,0,quota_exhausted,"OpenAI HTTP 429 (insufficient_quota, insufficient_quota): You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.",0.0000,not_run,0.0000,,0,0,1,model_quota_exhausted,0.1979,81,0,0
2026-04-26T14:07:45,OpenAI__gpt-5.4__task4_passive_buzzer_440hz__simple__r1,OpenAI,gpt-5.4,task4_passive_buzzer_440hz,simple,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_quota_exhausted,0.1979,0,0,1
2026-04-26T14:07:46,OpenAI__gpt-5.4__task4_passive_buzzer_440hz__structured__r1,OpenAI,gpt-5.4,task4_passive_buzzer_440hz,structured,1,0,0,quota_exhausted,"OpenAI HTTP 429 (insufficient_quota, insufficient_quota): You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.",0.0000,not_run,0.0000,,0,0,1,model_quota_exhausted,0.2846,395,0,0
2026-04-26T14:07:46,OpenAI__gpt-5.4__task4_passive_buzzer_440hz__structured__r1,OpenAI,gpt-5.4,task4_passive_buzzer_440hz,structured,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_quota_exhausted,0.2846,0,0,1
2026-04-26T14:07:46,OpenAI__gpt-5.4__task5_ds3231_sleep_wakeup__simple__r1,OpenAI,gpt-5.4,task5_ds3231_sleep_wakeup,simple,1,0,0,quota_exhausted,"OpenAI HTTP 429 (insufficient_quota, insufficient_quota): You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.",0.0000,not_run,0.0000,,0,0,1,model_quota_exhausted,0.3825,118,0,0
2026-04-26T14:07:46,OpenAI__gpt-5.4__task5_ds3231_sleep_wakeup__simple__r1,OpenAI,gpt-5.4,task5_ds3231_sleep_wakeup,simple,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_quota_exhausted,0.3825,0,0,1
2026-04-26T14:07:46,OpenAI__gpt-5.4__task5_ds3231_sleep_wakeup__structured__r1,OpenAI,gpt-5.4,task5_ds3231_sleep_wakeup,structured,1,0,0,quota_exhausted,"OpenAI HTTP 429 (insufficient_quota, insufficient_quota): You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.",0.0000,not_run,0.0000,,0,0,1,model_quota_exhausted,0.2215,486,0,0
2026-04-26T14:07:46,OpenAI__gpt-5.4__task5_ds3231_sleep_wakeup__structured__r1,OpenAI,gpt-5.4,task5_ds3231_sleep_wakeup,structured,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_quota_exhausted,0.2215,0,0,1
2026-04-26T14:07:47,Google__gemini-2.5-flash__task1_warmup_led_serial__simple__r1,Google,gemini-2.5-flash,task1_warmup_led_serial,simple,1,0,0,error,Google HTTP 400 (INVALID_ARGUMENT): API key not valid. Please pass a valid API key.,0.0000,not_run,0.0000,,0,0,1,model_error,0.3331,109,0,0
2026-04-26T14:07:47,Google__gemini-2.5-flash__task1_warmup_led_serial__simple__r1,Google,gemini-2.5-flash,task1_warmup_led_serial,simple,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_error,0.3332,0,0,1
2026-04-26T14:07:47,Google__gemini-2.5-flash__task1_warmup_led_serial__structured__r1,Google,gemini-2.5-flash,task1_warmup_led_serial,structured,1,0,0,error,Google HTTP 400 (INVALID_ARGUMENT): API key not valid. Please pass a valid API key.,0.0000,not_run,0.0000,,0,0,1,model_error,0.1347,365,0,0
2026-04-26T14:07:47,Google__gemini-2.5-flash__task1_warmup_led_serial__structured__r1,Google,gemini-2.5-flash,task1_warmup_led_serial,structured,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_error,0.1347,0,0,1
2026-04-26T14:07:47,Google__gemini-2.5-flash__task2_environment_dht11_hcsr04__simple__r1,Google,gemini-2.5-flash,task2_environment_dht11_hcsr04,simple,1,0,0,error,Google HTTP 400 (INVALID_ARGUMENT): API key not valid. Please pass a valid API key.,0.0000,not_run,0.0000,,0,0,1,model_error,0.1405,148,0,0
2026-04-26T14:07:47,Google__gemini-2.5-flash__task2_environment_dht11_hcsr04__simple__r1,Google,gemini-2.5-flash,task2_environment_dht11_hcsr04,simple,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_error,0.1405,0,0,1
2026-04-26T14:07:47,Google__gemini-2.5-flash__task2_environment_dht11_hcsr04__structured__r1,Google,gemini-2.5-flash,task2_environment_dht11_hcsr04,structured,1,0,0,error,Google HTTP 400 (INVALID_ARGUMENT): API key not valid. Please pass a valid API key.,0.0000,not_run,0.0000,,0,0,1,model_error,0.1571,477,0,0
2026-04-26T14:07:47,Google__gemini-2.5-flash__task2_environment_dht11_hcsr04__structured__r1,Google,gemini-2.5-flash,task2_environment_dht11_hcsr04,structured,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_error,0.1571,0,0,1
2026-04-26T14:07:47,Google__gemini-2.5-flash__task3_adxl345_i2c__simple__r1,Google,gemini-2.5-flash,task3_adxl345_i2c,simple,1,0,0,error,Google HTTP 400 (INVALID_ARGUMENT): API key not valid. Please pass a valid API key.,0.0000,not_run,0.0000,,0,0,1,model_error,0.2154,121,0,0
2026-04-26T14:07:47,Google__gemini-2.5-flash__task3_adxl345_i2c__simple__r1,Google,gemini-2.5-flash,task3_adxl345_i2c,simple,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_error,0.2154,0,0,1
2026-04-26T14:07:48,Google__gemini-2.5-flash__task3_adxl345_i2c__structured__r1,Google,gemini-2.5-flash,task3_adxl345_i2c,structured,1,0,0,error,Google HTTP 400 (INVALID_ARGUMENT): API key not valid. Please pass a valid API key.,0.0000,not_run,0.0000,,0,0,1,model_error,0.3217,429,0,0
2026-04-26T14:07:48,Google__gemini-2.5-flash__task3_adxl345_i2c__structured__r1,Google,gemini-2.5-flash,task3_adxl345_i2c,structured,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_error,0.3217,0,0,1
2026-04-26T14:07:48,Google__gemini-2.5-flash__task4_passive_buzzer_440hz__simple__r1,Google,gemini-2.5-flash,task4_passive_buzzer_440hz,simple,1,0,0,error,Google HTTP 400 (INVALID_ARGUMENT): API key not valid. Please pass a valid API key.,0.0000,not_run,0.0000,,0,0,1,model_error,0.1530,81,0,0
2026-04-26T14:07:48,Google__gemini-2.5-flash__task4_passive_buzzer_440hz__simple__r1,Google,gemini-2.5-flash,task4_passive_buzzer_440hz,simple,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_error,0.1530,0,0,1
2026-04-26T14:07:48,Google__gemini-2.5-flash__task4_passive_buzzer_440hz__structured__r1,Google,gemini-2.5-flash,task4_passive_buzzer_440hz,structured,1,0,0,error,Google HTTP 400 (INVALID_ARGUMENT): API key not valid. Please pass a valid API key.,0.0000,not_run,0.0000,,0,0,1,model_error,0.2334,395,0,0
2026-04-26T14:07:48,Google__gemini-2.5-flash__task4_passive_buzzer_440hz__structured__r1,Google,gemini-2.5-flash,task4_passive_buzzer_440hz,structured,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_error,0.2334,0,0,1
2026-04-26T14:07:48,Google__gemini-2.5-flash__task5_ds3231_sleep_wakeup__simple__r1,Google,gemini-2.5-flash,task5_ds3231_sleep_wakeup,simple,1,0,0,error,Google HTTP 400 (INVALID_ARGUMENT): API key not valid. Please pass a valid API key.,0.0000,not_run,0.0000,,0,0,1,model_error,0.1432,118,0,0
2026-04-26T14:07:48,Google__gemini-2.5-flash__task5_ds3231_sleep_wakeup__simple__r1,Google,gemini-2.5-flash,task5_ds3231_sleep_wakeup,simple,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_error,0.1432,0,0,1
2026-04-26T14:07:48,Google__gemini-2.5-flash__task5_ds3231_sleep_wakeup__structured__r1,Google,gemini-2.5-flash,task5_ds3231_sleep_wakeup,structured,1,0,0,error,Google HTTP 400 (INVALID_ARGUMENT): API key not valid. Please pass a valid API key.,0.0000,not_run,0.0000,,0,0,1,model_error,0.2851,486,0,0
2026-04-26T14:07:48,Google__gemini-2.5-flash__task5_ds3231_sleep_wakeup__structured__r1,Google,gemini-2.5-flash,task5_ds3231_sleep_wakeup,structured,1,-1,0,summary,,0.0000,not_compiled,0.0000,,0,0,1,model_error,0.2851,0,0,1
